2,15,2,3,1
114,18,2,3,1
203,18,2,3,1
56,15,2,1,1
98,11,2,1,1
32,14,2,3,1
139,4,2,3,1
168,12,1,1,1
62,7,2,3,1
124,7,2,3,1
100,2,2,1,1
143,19,2,2,1
191,20,2,3,1
200,10,1,1,1
116,7,2,2,1
27,10,1,3,1
112,5,2,3,1
15,15,2,3,1
6,3,2,2,1
24,13,2,1,1
94,18,1,3,1
77,14,2,1,1
35,7,1,2,1
34,7,2,3,1
38,9,2,3,1
171,14,2,2,1
52,14,2,3,1
184,17,2,3,1
98,2,2,3,1
95,13,2,3,1
207,1,1,2,1
145,16,2,1,1
172,12,2,2,1
130,7,2,3,1
149,20,2,2,1
145,12,2,2,1
131,9,2,1,1
74,16,2,1,1
167,18,1,1,1
85,8,2,2,1
82,16,2,1,1
117,20,2,2,1
83,5,1,3,1
205,19,1,3,1
78,13,1,2,1
158,17,2,1,1
92,17,2,3,1
53,19,1,3,1
7,8,1,3,1
153,16,2,3,1
49,1,1,3,1
129,5,2,1,1
129,18,2,3,1
123,14,2,1,1
157,6,1,3,1
124,19,2,1,1
46,9,2,3,1
44,5,1,3,1
3,7,2,2,1
10,17,1,2,1
134,18,1,1,1
59,10,2,3,1
42,6,1,3,1
1,13,1,3,1
113,2,1,3,1
114,13,2,3,1
165,9,1,3,1
7,15,2,2,1
83,13,1,2,1
139,7,2,3,1
65,13,1,3,1
88,19,2,1,1
79,6,2,3,1
128,10,2,3,1
5,19,1,2,1
36,10,1,3,1
113,16,2,3,1
61,5,2,3,1
155,18,1,1,1
19,19,1,3,1
170,12,2,2,1
78,13,2,3,1
79,15,1,3,1
158,12,2,1,1
166,15,2,2,1
204,11,1,1,1
73,2,2,1,1
116,7,1,2,1
145,16,1,1,1
115,17,1,3,1
195,10,2,3,1
7,1,2,1,1
39,13,2,2,1
164,17,1,1,1
55,8,2,2,1
167,17,2,1,1
158,17,2,1,1
55,14,1,3,1
148,8,1,3,1
201,12,2,3,1
138,11,2,3,1
143,19,2,2,1
72,10,2,2,1
169,8,2,3,1
154,3,1,3,1
33,4,2,3,1
119,3,1,3,1
164,9,1,1,1
16,14,2,2,1
42,9,1,3,1
71,10,2,2,1
97,3,2,3,1
81,12,2,1,1
142,10,1,1,1
23,9,2,3,1
119,18,1,3,1
150,11,1,1,1
32,11,2,1,1
203,18,2,1,1
37,3,2,3,1
167,11,2,3,1
75,16,2,3,1
108,1,2,3,1
135,12,2,1,1
62,11,1,2,1
120,12,1,1,1
73,9,2,3,1
76,3,2,3,1
104,7,2,1,1
162,7,2,3,1
41,9,1,2,1
24,7,2,1,1
190,2,2,3,1
152,18,2,1,1
119,16,1,2,1
82,10,2,3,1
96,8,2,3,1
106,14,2,2,1
70,3,2,1,1
62,6,2,3,1
108,1,1,3,1
59,8,2,3,1
201,14,1,3,1
72,18,1,1,1
6,18,2,2,1
128,10,2,1,1
133,19,1,1,1
76,15,2,1,1
18,12,1,2,1
40,16,1,2,1
123,4,2,1,1
63,9,2,3,1
44,11,1,1,1
79,6,1,3,1
178,10,2,1,1
115,10,1,1,1
132,4,2,2,1
184,7,2,3,1
41,1,2,3,1
108,15,1,2,1
189,7,2,3,1
120,15,2,3,1
201,2,1,3,1
198,16,2,3,1
31,20,2,2,1
120,12,1,2,1
45,17,2,1,1
117,12,2,3,1
50,7,1,1,1
102,20,1,3,1
200,10,2,1,1
176,11,2,2,1
208,18,1,2,1
133,7,2,3,1
170,12,1,1,1
128,18,1,2,1
160,13,1,1,1
22,7,1,2,1
44,5,2,1,1
110,11,2,3,1
180,20,1,3,1
162,17,2,3,1
16,14,1,3,1
66,18,2,3,1
56,7,2,2,1
203,9,1,3,1
204,7,1,3,1
69,8,1,3,1
66,17,2,1,1
7,1,2,3,1
188,5,2,3,1
88,17,2,3,1
115,5,2,3,1
32,14,2,2,1
39,15,1,2,1
204,17,2,3,1
89,19,2,1,1
189,11,2,1,1
143,17,2,2,1
100,2,2,3,1
166,10,1,3,1
129,10,2,1,1
164,5,2,3,1
104,14,1,3,1
136,15,2,3,1
182,16,1,2,1
113,19,2,1,1
45,9,1,3,1
136,9,1,3,1
201,2,2,3,1
45,11,1,1,1
205,9,1,1,1
8,16,1,3,1
75,16,1,3,1
161,11,1,1,1
212,11,2,1,1
137,10,1,3,1
68,15,2,3,1
68,7,2,1,1
89,19,2,3,1
112,16,2,2,1
44,8,1,3,1
9,12,2,1,1
99,8,1,3,1
162,1,2,3,1
138,2,2,1,1
120,12,2,3,1
194,9,1,1,1
83,5,2,1,1
77,7,2,1,1
89,6,2,3,1
7,10,2,1,1
86,20,2,1,1
172,3,1,3,1
105,9,1,3,1
2,7,2,3,1
106,14,2,1,1
156,17,2,1,1
40,9,2,2,1
101,17,2,2,1
2,15,1,1,1
160,1,1,1,1
82,18,2,3,1
72,8,2,3,1
169,8,1,3,1
125,7,2,2,1
135,8,2,1,1
87,2,1,3,1
86,13,2,3,1
20,7,2,3,1
54,19,2,3,1
66,8,2,3,1
179,9,2,3,1
131,11,2,1,1
76,9,2,1,1
106,12,1,3,1
84,13,2,1,1
123,11,2,1,1
178,10,2,3,1
40,19,1,3,1
143,17,1,1,1
131,20,2,3,1
88,9,1,3,1
164,5,1,1,1
58,15,2,3,1
59,14,2,1,1
200,9,1,1,1
42,19,2,3,1
180,12,2,3,1
35,7,2,1,1
76,11,2,1,1
180,20,2,2,1
16,12,1,3,1
171,14,2,2,1
208,16,2,2,1
39,18,1,3,1
157,12,1,3,1
135,14,1,3,1
205,19,2,2,1
138,11,1,2,1
207,8,1,2,1
159,2,2,3,1
65,14,2,3,1
16,20,1,2,1
34,5,1,1,1
72,8,2,2,1
78,18,1,2,1
102,20,2,1,1
33,4,1,3,1
153,16,2,1,1
183,19,2,3,1
104,19,1,1,1
69,3,2,1,1
78,16,2,1,1
152,7,1,1,1
109,8,1,1,1
100,7,2,3,1
172,19,1,1,1
42,12,2,3,1
139,16,2,3,1
187,15,2,1,1
77,6,1,2,1
97,9,2,1,1
162,7,2,1,1
54,10,2,2,1
47,16,2,1,1
128,10,1,3,1
185,15,2,2,1
101,7,1,2,1
78,16,1,2,1
156,7,2,3,1
134,4,2,3,1
199,17,1,3,1
125,12,1,3,1
157,7,1,2,1
168,7,2,3,1
80,7,1,1,1
166,10,2,1,1
57,16,2,1,1
115,19,2,2,1
96,16,2,1,1
80,12,2,3,1
143,9,2,2,1
95,5,2,3,1
103,9,2,3,1
160,8,2,1,1
153,8,2,3,1
38,20,1,3,1
66,5,2,3,1
119,13,2,3,1
164,9,2,2,1
140,20,2,1,1
10,4,2,3,1
103,12,1,1,1
136,20,1,3,1
85,18,1,3,1
50,1,2,3,1
32,3,2,3,1
176,1,2,2,1
196,13,2,1,1
172,12,2,1,1
47,13,1,3,1
20,13,1,3,1
23,10,2,3,1
150,8,1,1,1
139,7,1,2,1
15,15,1,3,1
132,4,1,3,1
81,19,2,1,1
148,18,2,1,1
112,16,2,2,1
123,9,2,3,1
68,20,1,1,1
46,17,1,3,1
35,16,2,3,1
12,18,1,2,1
134,4,2,2,1
137,9,2,2,1
211,14,2,3,1
83,17,2,2,1
152,7,2,3,1
50,12,2,1,1
106,7,2,1,1
30,7,2,3,1
95,14,2,1,1
125,20,2,3,1
99,17,1,3,1
181,5,2,3,1
99,17,2,1,1
66,11,2,3,1
195,2,2,1,1
72,8,1,1,1
207,16,1,2,1
147,5,2,1,1
78,18,2,3,1
157,12,2,1,1
108,15,2,1,1
120,19,2,3,1
32,14,1,2,1
52,14,1,2,1
19,15,1,1,1
99,18,2,3,1
57,5,2,3,1
38,15,1,1,1
209,11,2,3,1
80,7,2,1,1
107,20,1,1,1
129,5,1,3,1
173,2,2,1,1
152,4,1,2,1
128,9,2,3,1
89,8,2,1,1
94,4,2,3,1
24,14,2,1,1
208,9,1,2,1
177,5,2,3,1
12,11,1,3,1
6,18,1,2,1
192,12,2,1,1
38,15,2,3,1
166,10,1,1,1
49,20,2,1,1
129,18,1,3,1
195,2,2,3,1
69,8,2,1,1
18,9,2,1,1
163,6,2,3,1
207,1,2,1,1
93,1,2,1,1
173,14,2,3,1
123,19,1,1,1
49,8,1,1,1
104,11,1,3,1
5,9,1,2,1
189,11,2,3,1
98,11,2,3,1
1,13,1,2,1
122,6,2,3,1
45,11,2,1,1
184,7,2,2,1
14,15,1,1,1
2,6,2,1,1
186,18,2,3,1
18,20,1,2,1
163,15,1,1,1
91,16,2,2,1
61,8,1,3,1
69,8,2,2,1
208,16,1,2,1
45,20,2,2,1
7,15,2,1,1
192,17,2,1,1
180,17,1,1,1
44,5,2,3,1
183,19,1,1,1
130,4,1,1,1
86,7,1,3,1
102,15,2,1,1
67,10,2,2,1
20,13,2,1,1
182,7,2,1,1
29,12,2,3,1
49,17,1,3,1
50,15,2,2,1
27,8,2,3,1
68,11,1,1,1
210,15,1,3,1
74,2,2,2,1
113,8,1,3,1
116,18,2,3,1
31,20,2,3,1
173,9,2,3,1
165,20,1,1,1
115,17,1,1,1
21,10,2,1,1
123,19,2,1,1
90,7,2,3,1
124,7,1,2,1
99,3,2,2,1
46,3,1,3,1
82,18,2,2,1
192,17,1,3,1
69,19,1,3,1
24,1,2,1,1
107,20,2,1,1
73,17,2,3,1
44,17,1,1,1
124,19,2,2,1
42,9,2,1,1
46,11,2,2,1
115,5,1,3,1
190,2,1,3,1
206,15,2,1,1
148,2,2,3,1
203,9,2,1,1
8,7,2,2,1
110,7,1,2,1
108,10,2,2,1
28,9,1,1,1
56,12,2,1,1
144,1,2,1,1
153,16,1,3,1
192,3,2,2,1
186,6,1,2,1
13,8,1,3,1
99,17,2,2,1
76,9,2,3,1
57,13,2,3,1
155,15,2,3,1
83,8,2,3,1
151,20,2,2,1
49,17,2,3,1
92,13,2,2,1
61,16,2,1,1
6,9,2,2,1
39,13,1,2,1
86,1,2,3,1
102,15,1,3,1
105,14,2,3,1
186,15,2,3,1
12,18,2,1,1
105,18,1,3,1
98,11,2,2,1
92,17,2,2,1
168,18,2,2,1
92,20,2,2,1
120,15,2,3,1
112,11,2,3,1
172,19,1,3,1
199,17,2,3,1
192,17,1,1,1
105,10,2,3,1
41,15,2,3,1
188,20,1,2,1
59,18,2,1,1
206,18,1,3,1
156,19,2,1,1
208,18,1,1,1
104,7,2,2,1
207,8,1,1,1
35,7,2,2,1
205,14,2,2,1
124,19,1,1,1
14,9,1,3,1
143,2,1,1,1
98,19,2,3,1
174,3,1,3,1
35,10,2,3,1
147,15,1,1,1
124,4,1,1,1
116,5,1,1,1
147,20,1,1,1
132,20,2,3,1
128,6,2,3,1
89,11,1,3,1
132,8,2,1,1
138,2,2,2,1
9,15,1,1,1
207,16,2,3,1
206,15,1,3,1
68,4,1,1,1
78,9,2,3,1
64,2,1,1,1
209,15,2,2,1
92,17,1,2,1
81,3,2,1,1
132,20,1,3,1
92,20,2,3,1
145,7,1,3,1
152,11,1,1,1
118,17,2,3,1
123,11,1,2,1
84,9,2,3,1
76,11,2,3,1
137,14,1,3,1
16,12,2,1,1
146,12,1,3,1
180,20,2,2,1
97,20,2,1,1
36,9,1,3,1
183,1,1,1,1
126,3,2,3,1
30,10,2,3,1
98,11,1,1,1
62,19,1,3,1
180,17,2,3,1
9,19,2,3,1
70,16,2,1,1
140,20,2,3,1
12,16,1,2,1
22,3,2,2,1
14,13,1,1,1
8,20,2,2,1
88,9,2,1,1
19,8,2,2,1
103,12,2,3,1
38,9,1,3,1
32,3,2,2,1
143,2,2,2,1
33,14,2,1,1
13,15,2,2,1
117,7,1,3,1
45,1,2,3,1
183,1,2,3,1
153,18,1,1,1
98,9,1,1,1
114,14,1,1,1
2,20,2,3,1
12,11,2,3,1
124,19,1,2,1
178,1,2,2,1
93,13,2,2,1
119,13,1,3,1
49,17,2,1,1
116,7,1,1,1
60,2,2,1,1
82,16,2,2,1
51,17,1,1,1
173,18,2,3,1
51,5,2,3,1
203,18,1,1,1
55,14,2,2,1
117,16,2,2,1
74,20,1,2,1
130,10,2,3,1
207,19,1,2,1
72,10,2,3,1
46,11,1,2,1
22,12,2,3,1
200,9,2,1,1
84,5,1,2,1
27,16,2,1,1
131,5,1,3,1
131,5,2,3,1
40,1,2,3,1
169,19,2,2,1
140,20,2,2,1
130,4,2,1,1
145,7,2,2,1
53,11,2,3,1
58,9,2,2,1
146,8,1,3,1
178,9,2,2,1
114,9,2,1,1
149,11,2,1,1
80,20,2,3,1
106,6,2,2,1
177,16,1,2,1
41,20,1,2,1
145,16,1,3,1
70,19,1,2,1
97,14,1,3,1
121,10,2,3,1
52,18,1,3,1
175,11,2,3,1
199,7,2,3,1
138,16,1,3,1
88,11,2,2,1
150,14,1,1,1
203,2,1,1,1
52,7,1,3,1
78,16,2,1,1
31,10,2,2,1
192,17,2,3,1
135,18,2,1,1
62,19,2,3,1
37,3,1,1,1
153,18,1,3,1
51,10,2,3,1
146,19,2,1,1
61,5,2,1,1
62,14,1,2,1
86,20,1,3,1
138,7,1,3,1
106,12,2,1,1
38,2,2,3,1
194,14,2,3,1
95,14,2,3,1
62,14,2,1,1
1,14,2,3,1
165,9,2,3,1
101,7,2,3,1
41,20,2,3,1
65,14,1,3,1
190,16,1,3,1
7,1,1,3,1
13,2,1,3,1
103,1,1,1,1
27,16,2,3,1
71,5,2,3,1
63,19,2,2,1
51,5,1,1,1
210,10,2,3,1
183,12,1,3,1
63,19,1,3,1
90,20,1,2,1
130,10,1,1,1
14,13,2,3,1
86,16,2,3,1
38,13,2,3,1
111,11,1,3,1
35,20,2,1,1
69,8,2,3,1
101,4,2,3,1
165,20,2,2,1
172,9,1,1,1
129,8,1,3,1
174,18,2,3,1
58,1,1,1,1
61,11,2,2,1
70,13,2,3,1
169,19,1,1,1
117,16,1,3,1
205,11,2,2,1
142,15,1,1,1
52,11,1,2,1
64,2,2,3,1
206,18,2,3,1
211,11,1,2,1
105,10,1,3,1
65,14,2,1,1
87,2,2,3,1
145,16,2,2,1
89,8,1,3,1
98,19,1,1,1
36,17,1,3,1
207,1,2,3,1
97,20,2,3,1
47,8,2,1,1
117,1,2,1,1
83,17,1,3,1
208,12,2,1,1
42,9,2,3,1
119,18,2,3,1
186,6,1,1,1
30,1,1,2,1
160,8,2,2,1
93,14,1,2,1
7,15,2,3,1
18,12,2,3,1
91,11,2,1,1
152,7,2,1,1
196,19,1,1,1
125,20,1,3,1
160,19,1,1,1
60,18,2,1,1
97,3,1,1,1
158,20,2,2,1
100,17,1,2,1
204,7,2,3,1
33,7,2,3,1
122,8,2,3,1
84,9,1,2,1
25,14,2,1,1
106,12,2,3,1
18,12,1,3,1
129,8,2,1,1
62,19,2,2,1
179,16,2,2,1
146,12,2,2,1
149,9,1,2,1
66,17,2,1,1
37,14,1,2,1
164,17,2,1,1
154,10,2,2,1
183,17,1,3,1
180,1,2,3,1
47,16,2,3,1
82,18,2,1,1
8,3,1,3,1
174,11,1,3,1
158,12,1,2,1
185,5,1,2,1
32,20,2,1,1
124,10,2,1,1
210,7,2,3,1
78,13,2,1,1
195,8,2,3,1
193,15,2,3,1
202,3,2,3,1
80,2,1,3,1
55,8,2,1,1
54,10,1,3,1
82,10,2,1,1
158,12,2,1,1
77,18,2,3,1
99,17,1,2,1
205,19,2,1,1
117,16,1,1,1
87,2,1,2,1
65,14,1,1,1
179,10,2,2,1
132,13,1,3,1
160,16,2,1,1
115,19,1,1,1
89,8,2,3,1
95,13,1,1,1
128,9,2,1,1
72,4,2,3,1
30,10,1,3,1
114,3,1,1,1
62,11,2,1,1
169,15,1,1,1
204,11,1,3,1
132,4,1,2,1
148,18,2,3,1
101,17,1,2,1
49,8,2,1,1
67,10,2,3,1
78,16,1,3,1
51,17,2,3,1
74,16,1,3,1
15,15,2,1,1
22,7,2,3,1
200,17,2,3,1
154,10,2,3,1
72,4,2,2,1
86,1,1,3,1
5,14,2,1,1
200,18,2,3,1
201,14,1,1,1
171,14,2,1,1
93,19,2,3,1
148,14,2,3,1
22,12,2,2,1
128,9,1,2,1
169,19,2,2,1
42,14,2,3,1
66,8,1,3,1
207,19,1,1,1
49,17,1,1,1
194,13,2,2,1
59,3,1,3,1
1,8,2,1,1
73,2,2,3,1
128,6,2,1,1
84,13,2,3,1
59,14,1,1,1
41,11,2,3,1
112,18,1,3,1
136,2,1,3,1
200,10,2,3,1
41,9,2,3,1
162,17,1,2,1
126,17,2,1,1
157,7,2,3,1
71,9,2,3,1
131,9,1,3,1
9,15,2,3,1
120,12,2,3,1
79,11,2,3,1
194,13,2,3,1
166,3,1,1,1
142,10,2,1,1
165,20,2,2,1
113,8,1,2,1
109,4,2,3,1
84,16,2,3,1
35,10,2,1,1
62,7,1,2,1
171,8,2,1,1
47,13,2,3,1
156,17,1,2,1
45,20,1,1,1
91,11,1,3,1
127,7,2,3,1
181,9,2,3,1
50,12,2,3,1
89,19,2,2,1
197,10,1,1,1
134,10,2,2,1
201,20,2,3,1
41,15,2,2,1
178,1,1,3,1
182,12,2,1,1
143,17,1,3,1
128,10,1,2,1
18,20,2,1,1
153,16,1,1,1
8,7,2,1,1
200,9,2,3,1
158,4,2,1,1
90,12,2,3,1
206,13,2,2,1
35,20,2,3,1
6,16,2,2,1
211,19,2,3,1
182,16,2,1,1
68,11,2,1,1
10,12,1,2,1
102,15,2,2,1
74,13,2,3,1
34,7,2,3,1
49,17,2,2,1
107,20,2,2,1
142,15,2,1,1
137,1,1,3,1
83,8,2,1,1
70,3,2,3,1
30,10,1,2,1
147,15,2,2,1
15,20,2,2,1
186,7,2,1,1
59,3,1,1,1
42,19,1,3,1
62,14,1,3,1
148,10,2,3,1
117,16,2,3,1
24,19,2,1,1
95,20,2,2,1
169,19,2,3,1
88,9,2,2,1
76,19,2,1,1
13,8,1,1,1
102,8,1,1,1
189,16,2,1,1
186,15,2,1,1
71,9,1,1,1
40,16,2,3,1
87,15,1,3,1
180,12,1,1,1
143,19,1,1,1
126,10,2,3,1
180,7,1,1,1
208,16,2,3,1
161,18,2,3,1
15,20,1,2,1
44,11,2,1,1
135,8,2,3,1
82,18,1,3,1
94,16,1,3,1
91,16,1,3,1
212,18,1,1,1
65,5,1,3,1
146,12,2,2,1
100,13,2,3,1
43,5,2,3,1
172,19,2,1,1
172,15,1,3,1
186,6,2,2,1
6,13,1,1,1
132,4,2,1,1
58,15,2,2,1
114,3,2,3,1
107,16,2,3,1
160,16,1,1,1
72,18,2,3,1
182,4,1,2,1
102,1,2,3,1
131,11,1,3,1
172,12,1,1,1
79,8,1,3,1
171,14,1,3,1
42,12,1,1,1
45,11,2,3,1
82,18,2,1,1
189,16,2,3,1
55,14,2,3,1
55,14,2,1,1
25,8,2,1,1
193,13,2,3,1
43,20,1,1,1
169,8,2,1,1
103,20,2,3,1
112,18,2,3,1
94,10,1,3,1
44,5,2,2,1
107,20,1,3,1
208,9,1,1,1
73,17,1,2,1
124,7,2,1,1
108,10,1,3,1
150,6,2,1,1
204,20,2,3,1
52,14,2,2,1
38,15,2,2,1
102,1,2,1,1
192,12,2,2,1
129,15,2,3,1
94,4,1,2,1
71,10,2,1,1
132,8,1,3,1
111,2,1,3,1
208,1,2,3,1
53,14,1,3,1
52,7,2,2,1
136,13,2,2,1
58,9,1,1,1
86,13,1,3,1
167,11,1,3,1
61,11,2,1,1
58,9,2,3,1
83,17,2,1,1
45,9,2,3,1
128,6,1,3,1
205,9,2,2,1
52,11,2,3,1
24,7,1,3,1
18,20,1,3,1
69,19,2,3,1
164,11,2,3,1
15,11,2,3,1
101,17,1,3,1
211,3,2,3,1
44,19,2,3,1
64,8,1,3,1
143,9,1,1,1
71,10,2,3,1
39,15,2,3,1
204,11,2,3,1
68,15,1,1,1
117,1,2,3,1
97,10,2,1,1
160,16,1,2,1
128,9,1,3,1
90,3,1,2,1
200,9,1,3,1
7,10,1,3,1
66,5,2,1,1
74,20,2,2,1
27,16,1,1,1
25,18,2,3,1
14,15,2,3,1
123,9,1,2,1
136,2,2,3,1
84,5,2,1,1
19,15,2,2,1
122,10,2,1,1
107,20,2,2,1
51,10,1,1,1
88,19,1,3,1
138,11,1,3,1
22,3,2,3,1
157,7,1,3,1
56,7,1,3,1
37,10,2,3,1
185,15,2,3,1
160,1,2,3,1
186,7,1,1,1
189,7,2,1,1
140,12,2,1,1
172,12,2,3,1
158,4,1,3,1
152,18,1,2,1
106,7,1,3,1
122,17,2,3,1
70,16,1,2,1
58,1,2,3,1
80,2,2,2,1
61,19,1,3,1
117,12,1,1,1
104,7,2,3,1
21,9,2,1,1
131,15,2,3,1
140,20,1,1,1
30,1,1,3,1
204,11,2,1,1
31,7,1,3,1
159,19,2,3,1
123,4,1,2,1
13,15,2,1,1
113,19,2,2,1
35,16,1,3,1
28,17,1,1,1
41,15,1,2,1
122,10,2,1,1
50,12,1,1,1
44,19,2,1,1
155,15,2,2,1
200,18,2,2,1
136,2,2,1,1
97,20,1,3,1
37,14,1,1,1
6,9,1,1,1
47,16,2,2,1
22,18,2,1,1
128,10,2,2,1
192,18,1,3,1
41,1,2,1,1
44,11,2,3,1
15,4,2,3,1
190,18,2,1,1
7,20,1,3,1
200,9,2,2,1
172,15,2,3,1
7,8,2,2,1
40,9,1,3,1
93,7,2,3,1
137,9,1,3,1
135,8,1,3,1
54,10,2,1,1
43,5,1,1,1
118,13,2,1,1
101,20,1,3,1
22,17,2,2,1
205,5,1,1,1
8,12,1,3,1
54,16,1,3,1
134,4,1,2,1
185,15,1,2,1
57,19,2,1,1
158,4,2,1,1
22,3,1,2,1
117,20,2,3,1
183,1,2,2,1
59,18,2,3,1
99,17,2,3,1
14,9,2,3,1
102,8,2,1,1
59,10,2,2,1
187,12,1,3,1
90,15,2,3,1
14,13,1,3,1
143,9,1,3,1
46,20,2,3,1
18,9,1,2,1
63,13,2,2,1
39,13,2,3,1
115,10,2,3,1
207,8,2,3,1
36,9,2,3,1
83,13,1,3,1
164,17,2,2,1
66,18,1,3,1
14,18,1,3,1
143,2,2,2,1
208,9,2,3,1
33,7,1,3,1
50,7,2,1,1
153,3,1,3,1
